"type","route","crag","sector","grade","date","comment","commentRich","quality","style","country","region"
"boulder","Hip Hop","Petrohrad","mlynsky vrch","7C+","2010-04-24","","","mega classic","flash","czech republic",""
"boulder","Sul nad zlato","Labské Údolí","solny dul","7C+","2010-04-18","","","very good","onsight","czech republic",""
"boulder","Black and Decker","Labské Údolí","cerny bivak","7C+","2010-04-17","","","very good","onsight","czech republic",""
"boulder","Tomb Raider","Petrohrad","pod hradem","7C+","2010-03-27","morpho","morpho","very good","flash","czech republic",""
"boulder","Schwarz&Weiss","Bahratal","the first","7C+","2010-01-17","","","mega classic","onsight","germany",""
"boulder","Superzoom","Bahratal","the first","7C+","2010-01-17","","","average","flash","germany",""
"boulder","St. Tropez","Petrohrad","podzimni ve","7C+","2009-12-06","","","mega classic","redpoint","czech republic",""
"boulder","Ranní ptáče do topu doskáče","Petrohrad","podzimni ve","7C+","2009-12-06","","","mega classic","flash","czech republic",""
"boulder","Jan Kubi","Petrohrad","vetrna hurka","7C+","2009-12-05","#FA","#FA","mega classic","redpoint","czech republic",""
"boulder","Tomorrow I'll Be Gone","Roadcrew","","7C+","2009-07-30","","","mega classic","onsight","south africa","Rocklands"
"boulder","Il sogno Perfetto","Val Masino","","7C+","2009-05-08","the shortest version for Melloblocco, from SD 8B","the shortest version for Melloblocco, from SD 8B","mega classic","redpoint","italy","Val di Mello"
"boulder","Stampende trail","Val Masino","","7C+","2009-05-08","funny one","funny one","very good","redpoint","italy","Val di Mello"
"boulder","American Siege","Frontline","frontline","7C+","2008-09-02","","","very good","onsight","australia",""
"boulder","Levý přítok","Rudice, Mor.kras","nad propadanim masiv","7C+","2008-07-09","#FA                very small crimps","#FA very small crimps","very good","redpoint","unknown",""
"boulder","Odchylka","Holstejn","lidomorna","7C+","2008-05-27","#FA","#FA","mega classic","redpoint","czech republic",""
"boulder","N.N. (still unnamed)","Holstejn","lidomorna","7C+","2008-05-12","second ascent","second ascent","mega classic","redpoint","czech republic",""
"boulder","Little karma","Val Masino","","7C+","2008-05-09","#2go               9th May, awesome boulder","#2go 9th May, awesome boulder","mega classic","redpoint","italy","Val di Mello"
"boulder","Jesus Christ Superstar","Val Masino","","7C+","2008-05-09","","","mega classic","redpoint","italy","Val di Mello"
"boulder","Činky a noe","Petrohrad","josemit","7C+","2008-04-26","given 8A","given 8A","very good","redpoint","czech republic",""
"boulder","Klystýr","Petrohrad","josemit","7C+","2008-04-26","my crazy beta, got so destroyed!","my crazy beta, got so destroyed!","very good","redpoint","czech republic",""
"boulder","Tajemství iluze","Petrohrad","josemit","7C+","2008-04-26","","","very good","redpoint","czech republic",""
"boulder","Chleba","Petrohrad","josemit","7C+","2008-04-26","*********, second ascent","\*\*\*\*\*\*\*\*\*, second ascent","mega classic","redpoint","czech republic",""
"boulder","Zaťaté zuby","Petrohrad","tlama","7C+","2008-04-21","","","mega classic","flash","czech republic",""
"boulder","Rudá Armadá","Petrohrad","vyhlidkova skala","7C+","2008-03-30","7C+/8A, bloody fingers, Frodo was so near!","7C+/8A, bloody fingers, Frodo was so near!","very good","redpoint","czech republic",""
"boulder","Masakr","Petrohrad","brana","7C+","2008-03-30","","","very good","onsight","czech republic",""
"boulder","Zkrat","Petrohrad","pod hradem","7C+","2008-03-30","7C+/8A","7C+/8A","very good","redpoint","czech republic",""
"boulder","Vaek","Petrohrad","pod hradem","7C+","2008-03-30","humid!","humid!","mega classic","redpoint","czech republic",""
"boulder","Fimfárum","Petrohrad","vyhlidkova skala","7C+","2008-03-29","7C+/8A","7C+/8A","very good","onsight","czech republic",""
"boulder","Magické oko","Petrohrad","brana","7C+","2008-03-29","nice boulder","nice boulder","mega classic","flash","czech republic",""
"boulder","La Nave Va","Cresciano","","7C+","2008-03-24","Slopers","Slopers","mega classic","onsight","switzerland","Ticino"
"boulder","Arcadia","Cresciano","filo a sbalzo","7C+","2008-03-24","","","mega classic","redpoint","switzerland","Ticino"
"boulder","Doctor Pinch","Chironico","boogalagga 59ac3","7C+","2008-03-20","#2go","#2go","very good","redpoint","switzerland","Ticino"
"boulder","Vůně dálek","Moravský kras","evropa","7C+","2008-02-27","#FA                very nice","#FA very nice","mega classic","redpoint","czech republic",""
"boulder","Mann beißt Hund","Unknown Crag","","7C+","2008-02-24","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Krichtier","Unknown Crag","","7C+","2008-02-23","8A, easy","8A, easy","very good","onsight","germany","Frankenjura"
"boulder","Hořící hněv","Petrohrad","pod hradem","7C+","2008-01-20","I found quite hard","I found quite hard","mega classic","redpoint","czech republic",""
"boulder","Slavíci z Madridu","Petrohrad","brana","7C+","2008-01-20","one hard move","one hard move","very good","onsight","czech republic",""
"boulder","Pudem spodem","Rudice, Mor.kras","nad propadanim","7C+","2007-12-15","#FA","#FA","very good","redpoint","unknown",""
"boulder","Francouzská spojka","Holstejn","lidomorna","7C+","2007-08-18","#FA","#FA","mega classic","redpoint","czech republic",""
"boulder","Kolenomor","Holstejn","lidomorna","7C+","2007-08-07","#FA                7C+/8A","#FA 7C+/8A","mega classic","redpoint","czech republic",""
"boulder","Humidita","Holstejn","lidomorna","7C+","2007-06-21","#FA                long","#FA long","very good","redpoint","czech republic",""
"boulder","Cudliky bez drátu","Modøín","","7C+","2007-06-16","#FA                7C+/8A probably,great holds","#FA 7C+/8A probably,great holds","mega classic","redpoint","czech republic",""
"boulder","Hudy cup 07","Modøín","","7C+","2007-06-16","#FA                7C+/8A","#FA 7C+/8A","mega classic","flash","czech republic",""
"boulder","Rehtacka","Petrohrad","brana","7C+","2007-06-03","","","very good","redpoint","czech republic",""
"boulder","Duel","Petrohrad","brana","7C+","2007-06-02","technical","technical","very good","redpoint","czech republic",""
"boulder","Desolation row","Petrohrad","brana","7C+","2007-06-02","7C+/8A","7C+/8A","very good","onsight","czech republic",""
"boulder","Kurovec","Petrohrad","brana","7C+","2007-06-02","nice","nice","mega classic","redpoint","czech republic",""
"boulder","Hans im Gluck","Unknown Crag","","7C+","2007-03-17","","","","onsight","germany","Frankenjura"
"boulder","Dívčí válka","Holstejn","vanousovy diry","7C+","2006-09-07","very nice","very nice","mega classic","redpoint","czech republic",""
"boulder","Mravenčení","Bor","kapitan","7C+","2006-08-17","#2go               given 8A","#2go given 8A","very good","redpoint","czech republic",""
"boulder","Janzenova pověst","Moravský kras","","7C+","2006-05-31","#FA                yes,yes,yes","#FA yes,yes,yes","mega classic","redpoint","czech republic",""
"boulder","Karavan Mraků","Petrohrad","vlci kopec","7C+","2006-05-27","","","very good","redpoint","czech republic",""
"boulder","Země vzdálená","Petrohrad","","7C+","2006-05-27","great","great","mega classic","redpoint","czech republic",""
"boulder","Strike II","Petrohrad","","7C","2011-05-01","","","average","flash","czech republic",""
"boulder","Beta centauri","Petrohrad","mlynsky vrch","7C","2011-01-22","","","average","redpoint","czech republic",""
"boulder","Triangl","Snezník","respekt","7C","2010-05-23","","","mega classic","redpoint","czech republic",""
"boulder","The Best Horror Show","Unknown Crag","","7C","2010-05-09","","","mega classic","flash","italy","Val di Mello"
"boulder","Ristabilimento","Unknown Crag","","7C","2010-05-08","","","","flash","italy","Val di Mello"
"boulder","Hukot","Petrohrad","mlynsky vrch","7C","2010-04-25","highball","highball","mega classic","redpoint","czech republic",""
"boulder","Jolly Jumper","Petrohrad","mlynsky vrch","7C","2010-04-24","","","very good","flash","czech republic",""
"boulder","Dlouhej kouř","Labské Údolí","cerny bivak","7C","2010-04-17","","","mega classic","onsight","czech republic",""
"boulder","Cekani na Stepana","Petrohrad","vyhlidkova skala","7C","2010-03-28","","","mega classic","redpoint","czech republic",""
"boulder","mufuti","Bahratal","the first","7C","2010-01-17","first try","first try","very good","redpoint","germany",""
"boulder","Fuck","Bahratal","fuck","7C","2010-01-16","","","very good","onsight","germany",""
"boulder","Pinotage","Sassies","rocklands","7C","2009-07-28","","","","onsight","south africa","Rocklands"
"boulder","Second Levitation","Alicedale","","7C","2009-07-20","#FA                maybe 7c+","#FA maybe 7c+","mega classic","redpoint","south africa",""
"boulder","Variante Ascari","Val Masino","","7C","2009-05-08","great","great","mega classic","flash","italy","Val di Mello"
"boulder","Sogno di Tarzan SD","Val Masino","","7C","2009-05-08","","","mega classic","onsight","italy","Val di Mello"
"boulder","Breznev","Petrohrad","vyhlidkova skala","7C","2009-04-26","","","mega classic","redpoint","czech republic",""
"boulder","Cekárna","Petrohrad","vyhlidkova skala","7C","2009-04-26","","","average","onsight","czech republic",""
"boulder","Route 66","Holstejn","vanousovy diry","7C","2009-03-14","#FA                crazy slab!","#FA crazy slab!","mega classic","redpoint","czech republic",""
"boulder","El Kooko","Frontline","frontline","7C","2008-09-02","#2go","#2go","very good","redpoint","australia",""
"boulder","Dynamite","Sydney","frontline","7C","2008-09-02","eliminated","eliminated","mega classic","flash","australia",""
"boulder","Melloblocco in piedi","Val Masino","","7C","2008-05-11","#2go","#2go","mega classic","redpoint","italy","Val di Mello"
"boulder","Karma","Petrohrad","pod hradem","7C","2008-03-30","","","mega classic","onsight","czech republic",""
"boulder","Uááá","Petrohrad","vyhlidkova skala","7C","2008-03-29","","","very good","flash","czech republic",""
"boulder","Kometa","Petrohrad","brana","7C","2008-03-29","broke the hold on the start during flash, pretty easy","broke the hold on the start during flash, pretty easy","mega classic","redpoint","czech republic",""
"boulder","Žily","Petrohrad","vyhlidkova skala","7C","2008-03-29","","","very good","flash","czech republic",""
"boulder","The Snatch","Cresciano","","7C","2008-03-24","Slabby edge! serious highball!","Slabby edge! serious highball!","mega classic","onsight","switzerland","Ticino"
"boulder","That goes left","Chironico","deliverance","7C","2008-03-20","nice","nice","mega classic","flash","switzerland","Ticino"
"boulder","Senza denti","Chironico","nivo bassa","7C","2008-03-20","","","very good","flash","switzerland","Ticino"
"boulder","Doctor crimp","Chironico","deliverance","7C","2008-03-20","hard start","hard start","very good","flash","switzerland","Ticino"
"boulder","ihadlo","Petrohrad","vetrna hurka","7C","2008-01-20","","","very good","redpoint","czech republic",""
"boulder","No exit","Petrohrad","vetrna hurka","7C","2008-01-20","#2go","#2go","very good","redpoint","czech republic",""
"boulder","Pat a Mat","Mor. kras","male vanousy","7C","2007-12-22","#FA                good line, great moves and the best name!","#FA good line, great moves and the best name!","mega classic","redpoint","czech republic",""
"boulder","Pozdrav z pekel","Chocen - Peliny","u zriceneho do","7C","2007-10-06","","","very good","redpoint","czech republic",""
"boulder","Druhotná zrada","Holstejn","lidomorna","7C","2007-09-15","#FA                very nice","#FA very nice","mega classic","redpoint","czech republic",""
"boulder","Thing of crimp","Moravský kras","stare skaly","7C","2007-08-18","#FA","#FA","very good","redpoint","czech republic",""
"boulder","Cesta do Las Vegas","Holstejn","vanousovy diry","7C","2007-08-15","#FA","#FA","mega classic","redpoint","czech republic",""
"boulder","Euro 2008","Holstejn","lidomorna","7C","2007-08-15","#FA                7B+/C, eliminated","#FA 7B+/C, eliminated","very good","redpoint","czech republic",""
"boulder","After party","Modøín","","7C","2007-06-16","#FA                7C/C+,nice and high","#FA 7C/C+,nice and high","very good","redpoint","czech republic",""
"boulder","Odliv","Modøín","","7C","2007-06-16","#FA              
              #2go
              7C","#FA #2go 7C","average","redpoint","czech republic",""
"boulder","Monoattack","Modøín","","7C","2007-06-16","#FA                7B+/C","#FA 7B+/C","very good","redpoint","czech republic",""
"boulder","Zvednutí zadku","Modøín","","7C","2007-06-16","#FA                7C/C+","#FA 7C/C+","average","onsight","czech republic",""
"boulder","Krásný ztráty","Petrohrad","brana","7C","2007-06-02","given 7C+","given 7C+","very good","onsight","czech republic",""
"boulder","Lihová slepota","Petrohrad","brana","7C","2007-06-02","","","very good","redpoint","czech republic",""
"boulder","Kyzoroh","Holstejn","lidomorna","7C","2007-04-25","#FA                The best line","#FA The best line","mega classic","redpoint","czech republic",""
"boulder","Muinec","Labák","","7C","2007-04-15","","","very good","onsight","czech republic",""
"boulder","N.N.","Holstejn","lidomorna","7C","2007-04-15","very nice and dynamic","very nice and dynamic","mega classic","redpoint","czech republic",""
"boulder","Ill Communication","Unknown Crag","","7C","2007-04-07","","","very good","onsight","germany","Frankenjura"
"boulder","Pidivik v Las Vegas","Holstejn","vanousovy diry","7C","2007-03-10","very hard for tall people","very hard for tall people","very good","redpoint","czech republic",""
"boulder","Be strong","Snezník","piknik u cesty","7C","2006-09-03","given 7C+,but it is easier","given 7C+,but it is easier","mega classic","redpoint","czech republic",""
"boulder","Wolandova partička","Petrohrad","","7C","2006-05-27","7C/C+","7C/C+","very good","redpoint","czech republic",""
"boulder","Obivak Kenobi","Petrohrad","vlci kopec","7C","2006-05-27","1 hard move","1 hard move","mega classic","redpoint","czech republic",""
"boulder","Modlitba","Petrohrad","","7C","2006-05-27","nice","nice","mega classic","redpoint","czech republic",""
"boulder","Force","Unknown Crag","","7C","2005-10-01","","","very good","redpoint","germany","Frankenjura"
"boulder","Boulder ze sedu","Kozel,Chřiby","","7C","2005-05-07","","","very good","redpoint","unknown",""
"boulder","Krátký ivot","Moravský kras","stare skaly","7B+","2007-07-10","","","very good","flash","czech republic",""
"boulder","Aix zwei drei","Modøín","","7B+","2007-06-16","","","mega classic","onsight","unknown",""
"boulder","Měsíční Růe","Petrohrad","aurora","7B+","2007-06-03","traverse","traverse","very good","onsight","czech republic",""
"boulder","Veduta","Petrohrad","brana","7B+","2007-06-02","","","mega classic","flash","czech republic",""
"boulder","Tøeinka na dortu","Moravský kras","stare skaly","7B+","2007-05-23","#FA","#FA","very good","redpoint","czech republic",""
"boulder","Hroí kůe","Holstejn","lidomorna","7B+","2007-04-25","#FA                The best line","#FA The best line","mega classic","redpoint","czech republic",""
"boulder","Sezame, otevři se!","Holstejn","lidomorna","7B+","2007-04-18","#FA","#FA","very good","redpoint","czech republic",""
"boulder","Sklapovacka","Holstejn","vanousovy diry","7B+","2007-03-11","#FA","#FA","very good","redpoint","czech republic",""
"boulder","Blackův","Holstejn","lidomorna","7B+","2007-03-11","","","very good","redpoint","czech republic",""
"boulder","N.N.","Bor","kapitan","7B+","2006-08-17","7B+/C","7B+/C","mega classic","onsight","czech republic",""
"boulder","N.N.","Holstejn","vanousovy diry","7B+","2006-08-12","left one under Přes ten les","left one under Přes ten les","mega classic","redpoint","czech republic",""
"boulder","Vlčí řev","Perohrad","","7B+","2006-05-27","VERY short","VERY short","very good","redpoint","unknown",""
"boulder","Mokrá kočka","Petrohrad","","7B+","2006-05-27","One sharp sh.t","One sharp sh.t","very good","redpoint","czech republic",""
"boulder","Varianta HC","Modøín","","7B","2007-06-16","#FA","#FA","mega classic","onsight","unknown",""
"boulder","Běs a děs","Holstejn","vanousovy diry","7B","2007-03-31","#FA                great","#FA great","mega classic","redpoint","czech republic",""
"boulder","Sněné jaro","Holstejn","lidomorna","7B","2007-03-22","#FA                cold","#FA cold","mega classic","redpoint","czech republic",""
"boulder","N.N.","Holstejn","vanousovy diry","7B","2007-03-07","nice","nice","mega classic","redpoint","czech republic",""
"boulder","DC-S","Bor","kapitan","7B","2006-08-17","7A+/B","7A+/B","mega classic","redpoint","czech republic",""
"boulder","Mravencí traverz","Bor","titanic","7B","2006-08-17","","","mega classic","onsight","czech republic",""
"boulder","Titanový kosmonaut","Bor","titanic","7B","2006-08-17","","","very good","redpoint","czech republic",""
"boulder","Povalec","Petrohrad","kopec","7B","2006-05-27","great","great","mega classic","redpoint","czech republic",""
"boulder","Skokan","Petrohrad","vlci kopec obetni kamen","7B","2006-05-27","","","very good","onsight","czech republic",""
"boulder","Zivot milovati","Chocenské bouldery","","7B","2005-09-09","","","very good","redpoint","unknown",""
"boulder","Life work","Chocenské bouldry","","7B","2005-09-09","","","mega classic","redpoint","unknown",""
"boulder","Arogant","Bor","taflik","7A+","2006-08-17","very nice","very nice","mega classic","onsight","czech republic",""
"boulder","Klíste","Bor","kapitan","7A+","2006-08-17","","","mega classic","redpoint","czech republic",""
"boulder","Fintová hrana","Bor","titanic","7A+","2006-08-17","","","mega classic","onsight","czech republic",""
"boulder","Quergang+Karambolage","Unknown Crag","","7A+","2005-10-01","","","very good","redpoint","germany","Frankenjura"
"boulder","N.N.","Unknown Crag","","7A+","2005-08-10","","","","redpoint","germany","Frankenjura"
"boulder","N.N.","Holstejn","vanousovy diry","7A","2006-08-12","under Volání divočiny","under Volání divočiny","mega classic","flash","czech republic",""
"boulder","Mé druhé já","Chocenské bouldery","","7A","2005-09-09","","","mega classic","flash","unknown",""
"boulder","Technics","Unknown Crag","","7A","2005-08-14","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Bissiger Hund","Unknown Crag","","7A","2005-07-22","","","mega classic","onsight","germany","Frankenjura"
"boulder","Karambolage","Unknown Crag","","6C","2005-08-14","","","very good","onsight","germany","Frankenjura"
"sport","Silence","Flatanger","hanshallaren","9c","2017-09-03","#FA","#FA","mega classic","redpoint","norway",""
"sport","Vasil Vasil","Sloup","stare skaly","9b+","2013-12-04","#FA                2 years and 20-25 days on this thing. It is definitely not mega line, it is painful, short and in dirty place. But it was there, I bolted it 5 years ago and I couldn't leave it unclimbed. It is basically one-mover. 7 meters of burly 8b route into hard boulder problem, which is 8B+ on itself for sure. One single move is at least 8B. Very frustrating process of making no progression for long days, but when it finally happened, on super cold sticky day, it felt like nothing. In a short moment it was all over. Short, but LONG awaited moment. I am so happy.","#FA 2 years and 20-25 days on this thing. It is definitely not mega line, it is painful, short and in dirty place. But it was there, I bolted it 5 years ago and I couldn't leave it unclimbed. It is basically one-mover. 7 meters of burly 8b route into hard boulder problem, which is 8B+ on itself for sure. One single move is at least 8B. Very frustrating process of making no progression for long days, but when it finally happened, on super cold sticky day, it felt like nothing. In a short moment it was all over. Short, but LONG awaited moment. I am so happy.","very good","redpoint","czech republic",""
"sport","La Dura dura","Oliana","","9b+","2013-02-07","#FA                9 weeks of epic is over! And hopefully for Chris soon. I can move on. Soo happy.","#FA 9 weeks of epic is over! And hopefully for Chris soon. I can move on. Soo happy.","mega classic","redpoint","spain","Barcelona"
"sport","Change","Flatanger","hanshallaren","9b+","2012-10-04","#FA                Crazy process comes to a beautiful ending, it can't be any better. No more comment, except for I am still super happy.","#FA Crazy process comes to a beautiful ending, it can't be any better. No more comment, except for I am still super happy.","mega classic","redpoint","norway",""
"sport","Neanderthal","Santa Linya","","9b","2019-02-12","Finally!","Finally!","very good","redpoint","spain","Barcelona"
"sport","Disbelief","Acephale","","9b","2018-07-20","#FA                Project from Calgary climber Josh Muller who worked on it quite a bit and actually did all the moves! Took me 8 days of effort, mental battle with one low percentage. In the end, I think it is pretty high-end 9b, but I do not have the courtage to call it 9b+. 7C+ into 8C boulder without any rest into easy finish.","#FA Project from Calgary climber Josh Muller who worked on it quite a bit and actually did all the moves! Took me 8 days of effort, mental battle with one low percentage. In the end, I think it is pretty high-end 9b, but I do not have the courtage to call it 9b+. 7C+ into 8C boulder without any rest into easy finish.","mega classic","redpoint","canada","Calgary"
"sport","Eagle-4","St Léger","praniana","9b","2018-02-13","#FA                Many days falling and thinking this no more than 9a+, in the end, I hesitantly propose 9b.","#FA Many days falling and thinking this no more than 9a+, in the end, I hesitantly propose 9b.","mega classic","redpoint","france","Avignon"
"sport","One Slap","Laghel","laghel","9b","2017-11-13","#FA                Amazing link up of Queen Line into the One Punch with spicy moves in between","#FA Amazing link up of Queen Line into the One Punch with spicy moves in between","mega classic","redpoint","italy","Arco"
"sport","Move Hard","Flatanger","hanshallaren","9b","2017-07-10","#FA                Good training link up. From the first crux of Move move right into the crux 2 of Project Hard.","#FA Good training link up. From the first crux of Move move right into the crux 2 of Project Hard.","mega classic","redpoint","norway",""
"sport","Lapsus","Andonno","","9b","2017-04-20","Amazing endurance testpiece with a few artificial holds, but amazing climb nevertheless. Kept falling for two days in February where it was actually finished, I just had really bad beta. For my height it is rather low end 9b, but being taller than Stefano definitely helps a little.","Amazing endurance testpiece with a few artificial holds, but amazing climb nevertheless. Kept falling for two days in February where it was actually finished, I just had really bad beta. For my height it is rather low end 9b, but being taller than Stefano definitely helps a little.","very good","redpoint","italy",""
"sport","Queen Line","Unknown Crag","arco","9b","2017-04-18","#FA                1st 9b in Arco. 17moves of super hard intense pinching, crimping and dropknees, into easier finish. Quite hard 9b for sure, but probably only the harder finish breaks into 9b+. 4 days of work this trip, a few goes three yrs ago.","#FA 1st 9b in Arco. 17moves of super hard intense pinching, crimping and dropknees, into easier finish. Quite hard 9b for sure, but probably only the harder finish breaks into 9b+. 4 days of work this trip, a few goes three yrs ago.","mega classic","redpoint","italy","Arco"
"sport","Mamichula","Oliana","oliana","9b","2017-02-08","#FA                Linkup of Papichulo and Pachamama. Links the best of of both routes, skipping the rests and adding hard traverse. Sick power endurance climbing, comp style. Definitely hard 9b for me, too pumpy","#FA Linkup of Papichulo and Pachamama. Links the best of of both routes, skipping the rests and adding hard traverse. Sick power endurance climbing, comp style. Definitely hard 9b for me, too pumpy","mega classic","redpoint","spain","Barcelona"
"sport","Robin Úd","Alternativna stena","klenba robina uda","9b","2016-10-05","#FA                4 days of work this year, 1 day in 2014. Ultra athlethic climbing in the cave - 30 moves of hard climbing.","#FA 4 days of work this year, 1 day in 2014. Ultra athlethic climbing in the cave - 30 moves of hard climbing.","mega classic","redpoint","slovakia",""
"sport","Stoking the Fire","Santa Linya","","9b","2016-02-19","Kind of mental battle for sure. Tried for two days last year in February, then I almost sent it first day in November, then two mopre days being super close in December.This trip 5 days, but it took me a bit of time to get into sufficient shape for this. Brutally physical power endurance testpiece. Right exit will be hard and is one of the biggest challenges in Catalunya.","Kind of mental battle for sure. Tried for two days last year in February, then I almost sent it first day in November, then two mopre days being super close in December.This trip 5 days, but it took me a bit of time to get into sufficient shape for this. Brutally physical power endurance testpiece. Right exit will be hard and is one of the biggest challenges in Catalunya.","mega classic","redpoint","spain","Barcelona"
"sport","C.R.S.","Mollans","haut","9b","2015-11-02","#FA                What a moment! Extremely satisfying ascent, nice to feel the progression on the real rock. This route bolted from Seb Bouin is just ultimate power endurance testpiece, combining desperately physical overhang  with extremely thin holds on the very top. Last try, last day, 3 days in total and 1 try two years ago. Never did the ""real"" 9b so fast, not even close:-) This cliff (close to St Leger) is the future, ranked number 2 after Flatanger for me in terms of 9b's and more...and it is not secret spot any more...","#FA What a moment! Extremely satisfying ascent, nice to feel the progression on the real rock. This route bolted from Seb Bouin is just ultimate power endurance testpiece, combining desperately physical overhang with extremely thin holds on the very top. Last try, last day, 3 days in total and 1 try two years ago. Never did the ""real"" 9b so fast, not even close:-) This cliff (close to St Leger) is the future, ranked number 2 after Flatanger for me in terms of 9b's and more...and it is not secret spot any more...","mega classic","redpoint","france",""
"sport","First Round First Minute","Laboratori","","9b","2014-02-03","nice short power endurance testpiece","nice short power endurance testpiece","mega classic","redpoint","spain","Margalef"
"sport","Move","Flatanger","hanshallaren","9b","2013-08-20","#FA                9b/b+ or just HARD 9b. Took me 2 weeks and half, while feeling strong and with bomber conditions. This route was hard for me, one my hardest, though Change is probably harder to repeat, as it fits my style WAY MORE","#FA 9b/b+ or just HARD 9b. Took me 2 weeks and half, while feeling strong and with bomber conditions. This route was hard for me, one my hardest, though Change is probably harder to repeat, as it fits my style WAY MORE","mega classic","redpoint","norway",""
"sport","Iron Curtain","Flatanger","hanshallaren","9b","2013-08-03","#FA                One project less, onto the next one! This one took me 6 days this trip plus quite many days of waiting for acceptable conditions. The sending was true heartbreaker, fell off one metre below the anchor because of wet hold in the morning, wanted to rest for the next day, but strong wind breaking the pole of the tents made me go out and send in a beutiful evening, together with Seb and Dharma.","#FA One project less, onto the next one! This one took me 6 days this trip plus quite many days of waiting for acceptable conditions. The sending was true heartbreaker, fell off one metre below the anchor because of wet hold in the morning, wanted to rest for the next day, but strong wind breaking the pole of the tents made me go out and send in a beutiful evening, together with Seb and Dharma.","mega classic","redpoint","norway",""
"sport","Fight or Flight","Oliana","","9b","2013-02-09","Perfect last day in Oliana. Time to move on. Awesome route Chris!","Perfect last day in Oliana. Time to move on. Awesome route Chris!","mega classic","redpoint","spain","Barcelona"
"sport","La Planta de Shiva","Villanueva del Rosario","","9b","2011-04-22","#FA                obsession about this route, one of my hardest so far, pure enurance climbing with few rests, continuously hard with minimum of rests, took 7 days of cleaning, trying and brushing (it had been already bolted)","#FA obsession about this route, one of my hardest so far, pure enurance climbing with few rests, continuously hard with minimum of rests, took 7 days of cleaning, trying and brushing (it had been already bolted)","mega classic","redpoint","spain",""
"sport","Chilam Balam","Villanueva del Rosario","villanueva","9b","2011-04-13","Be so glad to repeat this mysterious route. The route is a Monster, so long that your knees trembling from the view, but in the end it was not as hard as I had expected, but deserves its grade of 9b, though it is on its lower end. Only 3 days of work, one hold at the bottom is enlarged","Be so glad to repeat this mysterious route. The route is a Monster, so long that your knees trembling from the view, but in the end it was not as hard as I had expected, but deserves its grade of 9b, though it is on its lower end. Only 3 days of work, one hold at the bottom is enlarged","mega classic","redpoint","spain",""
"sport","Chaxi Raxi","Oliana","","9b","2011-03-27","#FA                Yes, last day of the trip again, I must climb under the pressure... Took 8 days of work, my hardest. Not the best line in Oliana, but still pretty good. 8B+ boulderproblem into 9a/a+ with good rest on tufa in between","#FA Yes, last day of the trip again, I must climb under the pressure... Took 8 days of work, my hardest. Not the best line in Oliana, but still pretty good. 8B+ boulderproblem into 9a/a+ with good rest on tufa in between","mega classic","redpoint","spain","Barcelona"
"sport","La Capella","La Capella","","9b","2011-02-16","#FA                Yes! I sent it last try of last day of the trip. An extremely bouldery route which took 7 days this trip and 2 days last year. Bearing in mind the effort, it could be 9b, but I am not sure at all. Would have been definitely 9b if I hadn't figured out better sequence for the lower crux, as I had the sequence I had thought it would be a quick work and 9a+ but in the end I fell nine times in the higher crux... Time will tell","#FA Yes! I sent it last try of last day of the trip. An extremely bouldery route which took 7 days this trip and 2 days last year. Bearing in mind the effort, it could be 9b, but I am not sure at all. Would have been definitely 9b if I hadn't figured out better sequence for the lower crux, as I had the sequence I had thought it would be a quick work and 9a+ but in the end I fell nine times in the higher crux... Time will tell","mega classic","redpoint","spain","Siurana"
"sport","Golpe de Estado","El pati","","9b","2010-03-13","HUGE relief for me, mission accomplished despite various obstacles - notoriously strong wind, injury, flu and stomach ache just before the second trip (thus I was out of shape). After first day in the route I did not expect I would have to dedicate so much time, but proved to be really hard and mischevious. 29 tries (mental torture for me!) during 14 days, but some days only go when I found out it is just too windy to climb at 6th bolt. I do not say it is hard 9b after breaking the hold, but 100% it is 9b now (a bit harder than Marina).","HUGE relief for me, mission accomplished despite various obstacles - notoriously strong wind, injury, flu and stomach ache just before the second trip (thus I was out of shape). After first day in the route I did not expect I would have to dedicate so much time, but proved to be really hard and mischevious. 29 tries (mental torture for me!) during 14 days, but some days only go when I found out it is just too windy to climb at 6th bolt. I do not say it is hard 9b after breaking the hold, but 100% it is 9b now (a bit harder than Marina).","mega classic","redpoint","spain","Siurana"
"sport","Bohemian Rhapsody","Roviste","hafty","9a+","2020-04-29","#FA                The longest and hardest linkup in this beautiful granite area. Climbingwise absolutely amazing.","#FA The longest and hardest linkup in this beautiful granite area. Climbingwise absolutely amazing.","mega classic","redpoint","czech republic",""
"sport","Qui","Geisterschmiedwand","","9a+","2019-09-19","2nd ascent after 23 year, FA Stefan Furst in 1996. It took me over 10 years and roughly 10 days. 1st day this year. Stefan gave it 9a, possibly something have broken, but very possibly it has not got much harder due to breaks. I believe it is more 9a+ now, even though the crux is very hard to grade. The difficulty is not to be underestimated as the first 8c section is suprisingly tiring and makes the crux so much harder.","2nd ascent after 23 year, FA Stefan Furst in 1996. It took me over 10 years and roughly 10 days. 1st day this year. Stefan gave it 9a, possibly something have broken, but very possibly it has not got much harder due to breaks. I believe it is more 9a+ now, even though the crux is very hard to grade. The difficulty is not to be underestimated as the first 8c section is suprisingly tiring and makes the crux so much harder.","very good","redpoint","austria","Innsbruck"
