"type","route","crag","sector","grade","date","comment","commentRich","quality","style","country","region"
"boulder","Confession of a crap artist","Chironico","boogalagga 59ac3","7C","2020-02-21","Classic","Classic","mega classic","flash","switzerland","Ticino"
"boulder","Rotkehlchentraverse","Chironico","nivo alta","7C","2020-02-20","","","very good","flash","switzerland","Ticino"
"boulder","Slimeline","Chironico","nivo bassa","7C","2020-02-15","","","mega classic","redpoint","switzerland","Ticino"
"boulder","Popeye","Chironico","nivo bassa","7C","2020-02-15","","","mega classic","redpoint","switzerland","Ticino"
"boulder","Doomsday","Unknown Crag","pu","7C","2020-02-09","Perfect high slab right of Bauernaufstand","Perfect high slab right of Bauernaufstand","mega classic","redpoint","germany","Frankenjura"
"boulder","Messerboulder","Leupoldstein","","7C","2020-01-30","","","very good","redpoint","germany","Frankenjura"
"boulder","Mikado","Unknown Crag","pu","7C","2020-01-14","#FA                Beautiful one - saw this line already some time ago, finally put the effort in to build the landing together with Fabi","#FA Beautiful one - saw this line already some time ago, finally put the effort in to build the landing together with Fabi","mega classic","redpoint","germany","Frankenjura"
"boulder","Guns'n'Roses","Unknown Crag","","7C","2020-01-05","Nice crimpy one","Nice crimpy one","mega classic","redpoint","germany","Frankenjura"
"boulder","Käptn Hook","Unknown Crag","","7C","2020-01-03","Classic","Classic","mega classic","redpoint","germany","Frankenjura"
"boulder","Magnesia Technik","Unknown Crag","","7C","2019-12-27","","","very good","redpoint","germany","Frankenjura"
"boulder","Lego Technik","Unknown Crag","","7C","2019-12-27","","","very good","redpoint","germany","Frankenjura"
"boulder","Nevio","Silvretta","sekten sektor","7C","2019-06-17","Perfect","Perfect","mega classic","flash","austria","Innsbruck"
"boulder","Baby Lama","Silvretta","golden gate","7C","2019-06-16","Beautiful","Beautiful","mega classic","flash","austria","Innsbruck"
"boulder","crimpy slut","Silvretta","anam cara block","7C","2019-06-16","","","very good","redpoint","austria","Innsbruck"
"boulder","Charon","Unknown Crag","","7C","2019-04-02","","","very good","redpoint","germany","Frankenjura"
"boulder","N.N.","Unknown Crag","","7C","2019-02-24","Roof ~100m right of the catwalk cave, direct version without right edge. FA?","Roof ~100m right of the catwalk cave, direct version without right edge. FA?","mega classic","redpoint","germany","Frankenjura"
"boulder","Molonk","Brione","pratoni","7C","2019-01-02","Fuckin hook slipped in flash go","Fuckin hook slipped in flash go","mega classic","redpoint","switzerland","Ticino"
"boulder","Atlantis","Brione","molonk","7C","2019-01-02","First go after Apollo","First go after Apollo","mega classic","redpoint","switzerland","Ticino"
"boulder","9th Power","Brione","pianesc","7C","2019-01-02","While disney production left me quite frustrated...^^","While disney production left me quite frustrated...^^","mega classic","redpoint","switzerland","Ticino"
"boulder","Catwalk","Unknown Crag","","7C","2018-12-16","So nice","So nice","mega classic","flash","germany","Frankenjura"
"boulder","Dickmann direkt","Unknown Crag","","7C","2018-12-15","Very nice, soo close on Flachmann","Very nice, soo close on Flachmann","mega classic","redpoint","germany","Frankenjura"
"boulder","Solutiondach low left","Unknown Crag","","7C","2018-12-14","","","very good","redpoint","germany","Frankenjura"
"boulder","Solutiondach low right","Unknown Crag","","7C","2018-12-14","","","very good","redpoint","germany","Frankenjura"
"boulder","Hochmut","Unknown Crag","","7C","2018-11-30","Beauty","Beauty","mega classic","redpoint","germany","Frankenjura"
"boulder","Dämon","Unknown Crag","","7C","2018-11-30","For sure one of the worst boulders in fj","For sure one of the worst boulders in fj","average","redpoint","germany","Frankenjura"
"boulder","Waldgeist","Unknown Crag","","7C","2018-11-23","Quick","Quick","mega classic","redpoint","germany","Frankenjura"
"boulder","Mohrenkopf","Unknown Crag","","7C","2018-09-12","Nice","Nice","mega classic","redpoint","germany","Frankenjura"
"boulder","Wenn der Fluss voll Whisky wär low","Maltatal","tal der koenige","7C","2018-08-16","Very soft","Very soft","mega classic","redpoint","austria","Villach"
"boulder","Outside","Maltatal","schleierwasserfall","7C","2018-08-15","With the right toehook it went down quickly","With the right toehook it went down quickly","mega classic","redpoint","austria","Villach"
"boulder","Charlie Chaplin","Maltatal","schleierfall","7C","2018-08-13","Bad conditions today","Bad conditions today","mega classic","redpoint","austria","Villach"
"boulder","Holy Line","Maltatal","schleierwasserh0fall","7C","2018-08-13","","","mega classic","flash","austria","Villach"
"boulder","Rechts vom Riss","Maltatal","schleierwasserfall","7C","2018-08-13","","","mega classic","redpoint","austria","Villach"
"boulder","Storm before the calm","Maltatal","schleierwasserfall","7C","2018-08-13","","","mega classic","redpoint","austria","Villach"
"boulder","LED","Maltatal","schleierwasserfall","7C","2018-08-11","Crimpy","Crimpy","mega classic","redpoint","austria","Villach"
"boulder","Mata Hari","Maltatal","schleierwasserfall","7C","2018-08-11","Cool technical","Cool technical","mega classic","redpoint","austria","Villach"
"boulder","Driving at low tide","Maltatal","schleierwasserfall","7C","2018-08-11","Beautiful","Beautiful","mega classic","redpoint","austria","Villach"
"boulder","Gummibär","Unknown Crag","","7C","2018-07-04","#FA                7b+/c? The left exit...","#FA 7b+/c? The left exit...","mega classic","redpoint","germany","Frankenjura"
"boulder","Sideways","Magic Wood","riverbed","7C","2018-06-16","#2go               Close flash go","#2go Close flash go","mega classic","redpoint","switzerland","Ticino"
"boulder","Höhenzone","Magic Wood","bachsektor","7C","2018-06-15","First go after Höhenrausch","First go after Höhenrausch","mega classic","redpoint","switzerland","Ticino"
"boulder","Soweit die Hände greifen","Unknown Crag","","7C","2018-04-28","Tensiony and morpho","Tensiony and morpho","mega classic","redpoint","germany","Frankenjura"
"boulder","Altamira","Unknown Crag","","7C","2018-04-02","#2go               Such an amazing spot!","#2go Such an amazing spot!","mega classic","redpoint","germany","Frankenjura"
"boulder","Geschichten aus der Gruft","Unknown Crag","","7C","2018-02-25","#2go","#2go","mega classic","redpoint","germany","Frankenjura"
"boulder","Schnallste","Unknown Crag","","7C","2018-02-18","","","very good","redpoint","germany","Frankenjura"
"boulder","You will hate me for it","Unknown Crag","","7C","2018-02-17","","","very good","redpoint","germany","Frankenjura"
"boulder","Hulk","Unknown Crag","","7C","2018-02-17","Classic","Classic","mega classic","redpoint","germany","Frankenjura"
"boulder","Bounty","Unknown Crag","","7C","2018-02-11","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Mr. Clean","Unknown Crag","","7C","2018-02-11","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Speed king","Unknown Crag","","7C","2018-01-14","Rather weird to climb...","Rather weird to climb...","very good","redpoint","germany","Frankenjura"
"boulder","Solutionkombi","Unknown Crag","","7C","2017-12-10","1st go","1st go","mega classic","redpoint","germany","Frankenjura"
"boulder","mutant","Unknown Crag","","7C","2017-12-09","","","mega classic","flash","germany","Frankenjura"
"boulder","vitaperle","Unknown Crag","","7C","2017-12-03","#2go","#2go","mega classic","redpoint","germany","Frankenjura"
"boulder","Die Aeronauten","Unknown Crag","","7C","2017-12-02","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Happy End","Unknown Crag","","7C","2017-11-19","","","mega classic","flash","germany","Frankenjura"
"boulder","Direct Roof Line","Unknown Crag","","7C","2017-11-12","#2go               Very long on jugs...","#2go Very long on jugs...","very good","redpoint","germany","Frankenjura"
"boulder","Unterdrückung","Unknown Crag","","7C","2017-11-10","Very nice","Very nice","mega classic","redpoint","germany","Frankenjura"
"boulder","red dragon","Unknown Crag","","7C","2017-10-08","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Rodeo","Unknown Crag","","7C","2017-10-08","","","mega classic","flash","germany","Frankenjura"
"boulder","Platzangst","Unknown Crag","","7C","2017-10-06","nice compression style, now it is clean again!","nice compression style, now it is clean again!","mega classic","redpoint","germany","Frankenjura"
"boulder","Agent Orange","Zillergrund Wald","","7C","2017-08-30","Great. Next time clockwork!","Great. Next time clockwork!","mega classic","redpoint","austria","Zillertal"
"boulder","Comeback","Kaseler Alm","","7C","2017-08-23","#2go","#2go","mega classic","redpoint","austria","Zillertal"
"boulder","Berührungsängste","Unknown Crag","","7C","2017-08-10","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Die Kaufkräftigen Alten","Unknown Crag","","7C","2017-07-18","#2go","#2go","mega classic","redpoint","germany","Frankenjura"
"boulder","Seichte Unterhaltung","Unknown Crag","","7C","2017-06-27","","","very good","redpoint","germany","Frankenjura"
"boulder","Bong","Unknown Crag","","7C","2017-06-27","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Kesselboulder","Unknown Crag","","7C","2017-02-09","","","very good","redpoint","germany","Frankenjura"
"boulder","Picasso","Unknown Crag","","7C","2017-01-21","","","very good","redpoint","germany","Frankenjura"
"boulder","Picasso links","Unknown Crag","","7C","2017-01-21","","","very good","redpoint","germany","Frankenjura"
"boulder","Medium","Unknown Crag","","7C","2017-01-20","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Revenge of the Body extension","Unknown Crag","","7C","2017-01-20","","","very good","redpoint","germany","Frankenjura"
"boulder","Vom Nutzen ungelöster Probleme","Unknown Crag","","7C","2016-11-27","","","very good","redpoint","germany","Frankenjura"
"boulder","Error 404","Unknown Crag","","7C","2016-10-10","#FA","#FA","mega classic","redpoint","germany","Frankenjura"
"boulder","Rammler","Unknown Crag","","7C","2016-09-30","","","very good","redpoint","germany","Frankenjura"
"boulder","Schwarze Magie","Unknown Crag","","7C","2016-09-30","","","very good","redpoint","germany","Frankenjura"
"boulder","Trendsetter","Unknown Crag","","7C","2016-08-31","","","mega classic","flash","germany","Frankenjura"
"boulder","Karawane der Tapferen","Unknown Crag","","7C","2016-07-23","Highball","Highball","mega classic","redpoint","germany","Frankenjura"
"boulder","Schnullie","Unknown Crag","","7C","2016-07-12","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Taxi-Driver","Unknown Crag","","7C","2016-06-20","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Sun & storm","Unknown Crag","","7C","2016-06-10","","","mega classic","redpoint","germany","Frankenjura"
"boulder","N.N.","Unknown Crag","","7C","2016-06-07","","","very good","flash","germany","Frankenjura"
"boulder","häckisäck","Unknown Crag","","7C","2016-06-03","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Kraftmeier","Unknown Crag","","7C","2016-04-24","","","very good","redpoint","germany","Frankenjura"
"boulder","Love","Unknown Crag","","7C","2016-04-19","","","very good","redpoint","germany","Frankenjura"
"boulder","The magic link","Unknown Crag","","7C","2016-04-18","#FA                Crimpy traverse. Start to the left, end on the bloc leaning against the wall to the right.","#FA Crimpy traverse. Start to the left, end on the bloc leaning against the wall to the right.","mega classic","redpoint","germany","Frankenjura"
"boulder","Rampino","Unknown Crag","","7C","2016-03-13","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Kaffee mit Jimmy","Unknown Crag","","7C","2016-03-11","","","very good","redpoint","germany","Frankenjura"
"boulder","Jugendstil","Unknown Crag","","7C","2016-02-27","#FA                One hard move!","#FA One hard move!","mega classic","redpoint","germany","Frankenjura"
"boulder","Karawanentraverse","Unknown Crag","","7C","2016-01-29","","","very good","redpoint","germany","Frankenjura"
"boulder","Warhammer","Unknown Crag","","7C","2016-01-29","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Socializing","Unknown Crag","","7C","2015-12-13","","","mega classic","flash","germany","Frankenjura"
"boulder","Impressionismus","Unknown Crag","","7C","2015-12-05","#FA","#FA","very good","redpoint","germany","Frankenjura"
"boulder","kriss kross","Unknown Crag","","7C","2015-11-13","","","mega classic","redpoint","germany","Frankenjura"
"boulder","slimfast","Unknown Crag","","7C","2015-10-10","","","very good","redpoint","germany","Frankenjura"
"boulder","Superfuck","Magic Wood","averstal","7C","2015-08-29","","","mega classic","redpoint","switzerland","Ticino"
"boulder","jack the chipper","Magic Wood","avers","7C","2015-08-29","","","mega classic","redpoint","switzerland","Ticino"
"boulder","Fight club","Magic Wood","haupt","7C","2015-08-27","","","mega classic","redpoint","switzerland","Ticino"
"boulder","Intermezzo","Magic Wood","mitte","7C","2015-08-26","","","mega classic","flash","switzerland","Ticino"
"boulder","cristallo","Unknown Crag","","7C","2015-06-16","","","mega classic","redpoint","germany","Frankenjura"
"boulder","kloputzer","Unknown Crag","","7C","2015-06-16","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Elypse","Unknown Crag","","7C","2015-06-03","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Dweedline","Unknown Crag","","7C","2015-05-14","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Flatline","Unknown Crag","","7C","2015-05-10","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Dschungelfieber","Unknown Crag","","7C","2015-01-27","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Leeloo","Unknown Crag","","7B+","2020-03-19","","","very good","flash","germany","Frankenjura"
"boulder","Abstauber","Unknown Crag","pu","7B+","2020-02-09","Nice balance prow right of Doomsday - stand start","Nice balance prow right of Doomsday - stand start","mega classic","redpoint","germany","Frankenjura"
"boulder","Das wird vielen nicht gefallen!","Unknown Crag","pu","7B+","2020-02-07","#FA                Right of Mikado sd on left sharp pinch and right razorblade crimp","#FA Right of Mikado sd on left sharp pinch and right razorblade crimp","very good","redpoint","germany","Frankenjura"
"boulder","Rothändle ohne Filter","Unknown Crag","","7B+","2020-01-05","","","very good","redpoint","germany","Frankenjura"
"boulder","Aeternus","Unknown Crag","","7B+","2019-04-17","Pumpy","Pumpy","very good","flash","germany","Frankenjura"
"boulder","Feiner Zug","Unknown Crag","","7B+","2019-03-22","Very nice, the other boulders were wet","Very nice, the other boulders were wet","mega classic","redpoint","germany","Frankenjura"
"boulder","Früchte des Zorns","Unknown Crag","","7B+","2019-03-20","My first right hand mono after more than 2 months :)","My first right hand mono after more than 2 months :)","very good","redpoint","germany","Frankenjura"
"boulder","Celebrity Deathmatch","Unknown Crag","","7B+","2019-02-24","","","very good","redpoint","germany","Frankenjura"
"boulder","Huecotraverse","Unknown Crag","","7B+","2019-02-24","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Dreiphasenwechsel","Unknown Crag","","7B+","2019-02-09","Should've flashed","Should've flashed","mega classic","redpoint","germany","Frankenjura"
"boulder","Kugelfisch","Unknown Crag","","7B+","2019-01-30","Old nemesis^^","Old nemesis^^","very good","redpoint","germany","Frankenjura"
"boulder","Schweinepriester","Unknown Crag","","7B+","2019-01-20","Next time for the sit!","Next time for the sit!","very good","redpoint","germany","Frankenjura"
"boulder","Ponk Stand","Brione","vecchio leone","7B+","2018-12-31","One move, should have flashed","One move, should have flashed","mega classic","redpoint","switzerland","Ticino"
"boulder","xp","Cresciano","champagne","7B+","2018-12-27","My first boulder in Cresciano! Never 7c","My first boulder in Cresciano! Never 7c","mega classic","flash","switzerland","Ticino"
"boulder","La pioche","Cresciano","filo a sbalzo","7B+","2018-12-27","Couldn't resist to do another boulder in the late evening^^","Couldn't resist to do another boulder in the late evening^^","mega classic","redpoint","switzerland","Ticino"
"boulder","Experience","Unknown Crag","","7B+","2018-11-23","Should have flashed this one","Should have flashed this one","mega classic","redpoint","germany","Frankenjura"
"boulder","Krümelkacker","Unknown Crag","","7B+","2018-11-23","Low but not too bad","Low but not too bad","very good","redpoint","germany","Frankenjura"
"boulder","Xeni Styler direkt","Maltatal","","7B+","2018-08-11","Nice prow","Nice prow","mega classic","redpoint","austria","Villach"
"boulder","Höhenrausch","Magic Wood","avers","7B+","2018-06-15","","","mega classic","flash","switzerland","Ticino"
"boulder","Goldfisch","Magic Wood","avers","7B+","2018-06-15","Felt harder than piranha","Felt harder than piranha","mega classic","redpoint","switzerland","Ticino"
"boulder","NASA","Unknown Crag","","7B+","2018-04-12","New FA in a new area, only use the prow and not the cracks to the right and left!","New FA in a new area, only use the prow and not the cracks to the right and left!","mega classic","redpoint","germany","Frankenjura"
"boulder","reef babe","Unknown Crag","","7B+","2018-04-01","","","very good","redpoint","germany","Frankenjura"
"boulder","Es werde Licht","Unknown Crag","","7B+","2018-04-01","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Mondän","Unknown Crag","","7B+","2018-02-09","#FA                Nice high FA","#FA Nice high FA","mega classic","redpoint","germany","Frankenjura"
"boulder","Flitzpiepe","Unknown Crag","","7B+","2018-02-03","Weird","Weird","very good","redpoint","germany","Frankenjura"
"boulder","Solutiondach","Unknown Crag","","7B+","2017-12-10","","","mega classic","flash","germany","Frankenjura"
"boulder","Luftpumpe","Unknown Crag","","7B+","2017-12-10","","","mega classic","flash","germany","Frankenjura"
"boulder","Mike Bullshit","Unknown Crag","","7B+","2017-12-03","Very nice dyno!","Very nice dyno!","mega classic","flash","germany","Frankenjura"
"boulder","Inverted Roof Line","Unknown Crag","","7B+","2017-11-12","#FA                Start am vorderen Höhleneingang links unten, Direct Roof Line rückwärts und am Ende grade hoch.","#FA Start am vorderen Höhleneingang links unten, Direct Roof Line rückwärts und am Ende grade hoch.","very good","redpoint","germany","Frankenjura"
"boulder","Grey Goose","Unknown Crag","pu","7B","2020-04-12","#FA","#FA","mega classic","redpoint","germany","Frankenjura"
"boulder","Plattenpapst sit","Unknown Crag","pu","7B","2020-02-07","Second boulder to the right of Mikado","Second boulder to the right of Mikado","very good","redpoint","germany","Frankenjura"
"boulder","Tough Mudder","Unknown Crag","","7B","2020-01-11","#FA                Fun little thing right of Fight Club","#FA Fun little thing right of Fight Club","very good","redpoint","germany","Frankenjura"
"boulder","Fabi der Vollstrecker","Unknown Crag","","7B","2019-07-12","","","very good","redpoint","germany","Frankenjura"
"boulder","Sugru","Unknown Crag","","7B","2019-07-12","","","very good","redpoint","germany","Frankenjura"
"boulder","Donner Pfeife","Silvretta","schuh des manitu","7B","2019-06-21","","","very good","redpoint","austria","Innsbruck"
"boulder","Schuh des Manitu","Silvretta","schuh des manitu","7B","2019-06-21","","","mega classic","redpoint","austria","Innsbruck"
"boulder","Odin","Silvretta","sekten sektor","7B","2019-06-17","One of the best","One of the best","","flash","austria","Innsbruck"
"boulder","Skiroute 4","Silvretta","outlands","7B","2019-06-16","","","mega classic","flash","austria","Innsbruck"
"boulder","N.N. (Highball left of Atapuerca)","Unknown Crag","","7B","2019-02-17","","","mega classic","redpoint","germany","Frankenjura"
"boulder","N.N. (Highball straight up from Atapuerca)","Unknown Crag","","7B","2019-02-17","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Guernica","Unknown Crag","","7B","2019-02-15","Highball topout to the monoboulder on the left edge of the cave - beautiful!","Highball topout to the monoboulder on the left edge of the cave - beautiful!","mega classic","redpoint","germany","Frankenjura"
"boulder","Problembär","Unknown Crag","","7B","2018-07-04","#FA                Straight through the middle of the roof. Very nice!","#FA Straight through the middle of the roof. Very nice!","mega classic","redpoint","germany","Frankenjura"
"boulder","Wurzelsepp","Unknown Crag","","7B","2018-04-01","Nice campus moves","Nice campus moves","very good","flash","germany","Frankenjura"
"boulder","The green mile","Unknown Crag","","7B","2018-03-18","","","mega classic","flash","germany","Frankenjura"
"boulder","Tonscherbentraverse","Unknown Crag","","7B","2018-02-17","","","average","flash","germany","Frankenjura"
"boulder","Eingangsbug","Unknown Crag","","7B","2018-02-03","","","very good","redpoint","germany","Frankenjura"
"boulder","Karl Arsch","Unknown Crag","","7B","2018-02-03","","","very good","flash","germany","Frankenjura"
"boulder","Deluxe","Unknown Crag","","7B","2017-12-02","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Rennende Eichhörnchen","Unknown Crag","","7A+","2019-12-27","","","very good","redpoint","germany","Frankenjura"
"boulder","Quattro Formaggii","Unknown Crag","","7A+","2019-07-12","","","mega classic","flash","germany","Frankenjura"
"boulder","Squa Man","Silvretta","schuh des manitu","7A+","2019-06-21","","","mega classic","flash","austria","Innsbruck"
"boulder","Thor","Silvretta","sekten sektor","7A+","2019-06-17","","","mega classic","flash","austria","Innsbruck"
"boulder","Phase 0","Unknown Crag","","7A+","2019-02-02","","","very good","flash","germany","Frankenjura"
"boulder","Ginsana","Chironico","serre moi fort","7A+","2019-01-04","One move","One move","very good","flash","switzerland","Ticino"
"boulder","Cooles Daumending","Unknown Crag","","7A+","2018-11-23","First try, bit harder than dauminator","First try, bit harder than dauminator","very good","redpoint","germany","Frankenjura"
"boulder","Sacrifice","Maltatal","schleierwasserfall","7A+","2018-08-15","","","mega classic","redpoint","austria","Villach"
"boulder","Erdbär","Unknown Crag","","7A+","2018-07-04","#FA                Not really nice...","#FA Not really nice...","average","redpoint","germany","Frankenjura"
"boulder","Dropzone","Magic Wood","bach","7A+","2018-06-15","Wrong beta^^","Wrong beta^^","mega classic","redpoint","switzerland","Ticino"
"boulder","Moritz bleibt treu","Unknown Crag","","7A+","2018-04-01","Not bad","Not bad","mega classic","flash","germany","Frankenjura"
"boulder","Tunnellösung","Unknown Crag","","7A+","2018-03-18","Not hard but very nice!","Not hard but very nice!","mega classic","flash","germany","Frankenjura"
"boulder","One Dark Love Poem","Unknown Crag","wachbergfelsen","7A","2020-04-12","Beautiful","Beautiful","mega classic","flash","germany","Frankenjura"
"boulder","Zoigl Jehovas","Unknown Crag","","7A","2020-01-03","2nd ascent","2nd ascent","mega classic","flash","germany","Frankenjura"
"boulder","Gut besuchter Pullover","Unknown Crag","","7A","2020-01-03","","","very good","flash","germany","Frankenjura"
"boulder","Milkatraverse","Unknown Crag","","7A","2019-12-27","","","very good","flash","germany","Frankenjura"
"boulder","Nichtsnutz","Unknown Crag","","7A","2019-12-27","","","average","flash","germany","Frankenjura"
"boulder","Schnappi","Unknown Crag","","7A","2019-07-12","","","average","flash","germany","Frankenjura"
"boulder","Selection Door","Chironico","serre moi fort","7A","2019-01-04","","","mega classic","flash","switzerland","Ticino"
"boulder","Dauminator","Unknown Crag","","7A","2018-11-23","7A should be okay","7A should be okay","very good","flash","germany","Frankenjura"
"boulder","Wolke der Erkenntnis","Maltatal","schleierwasserfall","7A","2018-08-19","Tricky","Tricky","mega classic","redpoint","austria","Villach"
"boulder","Grabenblock","Maltatal","schleierwasserfall","7A","2018-08-19","","","mega classic","flash","austria","Villach"
"boulder","Vibrator","Maltatal","schleierwasserfall","7A","2018-08-15","","","mega classic","redpoint","austria","Villach"
"boulder","Helicopter","Maltatal","schleierfall","7A","2018-08-13","Very nice","Very nice","mega classic","redpoint","austria","Villach"
"boulder","La Balance","Maltatal","schleierwasserfall","7A","2018-08-11","","","mega classic","redpoint","austria","Villach"
"boulder","Sieg oder Akia","Maltatal","scheierwasserfall","7A","2018-08-11","","","mega classic","flash","austria","Villach"
"boulder","Bosna genial","Magic Wood","bach","7A","2018-06-16","","","mega classic","flash","switzerland","Ticino"
"boulder","Super Bosna","Magic Wood","averstal","7A","2018-06-16","","","mega classic","flash","switzerland","Ticino"
"boulder","Hueco Pranks","Unknown Crag","","7A","2018-04-02","Tricky","Tricky","mega classic","redpoint","germany","Frankenjura"
"boulder","the aviator","Chironico","paese","6C+","2019-01-05","","","mega classic","flash","switzerland","Ticino"
"boulder","Lower crimp traverse","Maltatal","schleierwasserfall","6C+","2018-08-19","","","very good","flash","austria","Villach"
"boulder","Dosage Jump","Brione","pamplemousse","6C","2019-01-02","Climbs 6b, but high scariness factor because the crimp where you jump from became pretty loose","Climbs 6b, but high scariness factor because the crimp where you jump from became pretty loose","mega classic","redpoint","switzerland","Ticino"
"boulder","Against the Tide","Maltatal","tal der koenige","6C","2018-08-21","#FA                Out of the hole left of ""High Tide"". Sit start on good crimp left and big slopey rail right. Basically a one move problem","#FA Out of the hole left of ""High Tide"". Sit start on good crimp left and big slopey rail right. Basically a one move problem","mega classic","redpoint","austria","Villach"
"boulder","Leaning hole","Maltatal","","6C","2018-08-19","Little beauty","Little beauty","mega classic","redpoint","austria","Villach"
"boulder","Marscha","Maltatal","schleier","6C","2018-08-19","","","very good","flash","austria","Villach"
"boulder","Upper crimp traverse","Maltatal","schleierwasserfall","6C","2018-08-19","","","average","flash","austria","Villach"
"boulder","Low Tide","Maltatal","tal der koenige","6B+","2018-08-21","Beauty","Beauty","","flash","austria","Villach"
"boulder","zu jung zum sterben","Silvretta","sektensektor","6B","2019-06-17","","","mega classic","flash","austria","Innsbruck"
"boulder","Querdenker","Maltatal","schleierfall","6B","2018-08-19","","","mega classic","flash","austria","Villach"
"boulder","Herbstlichter","Unknown Crag","","6A","2019-02-15","Beautiful soft highball","Beautiful soft highball","mega classic","flash","germany","Frankenjura"
"sport","House of Cards","Eibgrat","eibgrat","9a","2020-09-29","#FA                Lots of tries, hard to grade","#FA Lots of tries, hard to grade","mega classic","redpoint","germany",""
"sport","Lulu","Céüse","","9a","2020-09-10","Lots of tries, last minute ascent just before the rain started","Lots of tries, last minute ascent just before the rain started","mega classic","redpoint","france","Provence"
"sport","La prophétie des grenouilles","Fournel","rocher des brumes","9a","2020-08-22","3 sessions, rather low end 9a, pure fitness climbing","3 sessions, rather low end 9a, pure fitness climbing","mega classic","redpoint","france",""
"sport","Nice freshly baked","Schlaraffenland","","9a","2020-05-30","Nice addition to Shangrila! Lots of tries last year, 1 session 4 tries this season","Nice addition to Shangrila! Lots of tries last year, 1 session 4 tries this season","mega classic","redpoint","germany","Frankenjura"
"sport","La Reina Mora","El pati","","9a","2019-11-28","Siurana target #2 and my ultimate spain trip goal! Wanted to do this one since I stood the first time below this perfect line two years ago! So happy to finish this in only 4 more sessions this time!","Siurana target #2 and my ultimate spain trip goal! Wanted to do this one since I stood the first time below this perfect line two years ago! So happy to finish this in only 4 more sessions this time!","mega classic","redpoint","spain","Siurana"
"sport","Victimes del Futur","Margalef","finestra","9a","2019-11-04","Perfect. The amazingly logical line up the yellow streak. ~30 moves 8b+ route into very physical two move 7C+ boulder problem. Something around 10 tries after Passat","Perfect. The amazingly logical line up the yellow streak. ~30 moves 8b+ route into very physical two move 7C+ boulder problem. Something around 10 tries after Passat","mega classic","redpoint","spain","Barcelona"
"sport","Styleboys","Hängender Stein","","9a","2019-09-22","Surprise ascent - 3 more tries after Sever and Sick Boy - perfect endurance linkup","Surprise ascent - 3 more tries after Sever and Sick Boy - perfect endurance linkup","mega classic","redpoint","germany","Frankenjura"
"sport","The Essential","Luisenwand","","9a","2018-10-05","A couple of sessions about two years ago, three more tries this autumn! Just perfect!","A couple of sessions about two years ago, three more tries this autumn! Just perfect!","mega classic","redpoint","germany","Frankenjura"
"sport","Sever The Wicked Hand","Hängender Stein","haengender stein","9a","2018-09-08","Three sessions, rather low end 9a imo, but so beautiful! 8A boulder problem into 15m of hard endurance climbing with only one bad rest","Three sessions, rather low end 9a imo, but so beautiful! 8A boulder problem into 15m of hard endurance climbing with only one bad rest","mega classic","redpoint","germany","Frankenjura"
"sport","Der heilige Gral","Kolosseum","kolosseum","9a","2017-07-16","First 9a!!! 12 tries, 6 days - first go today... what a wonderful line with amazing moves! Maybe the best route I've ever done...","First 9a!!! 12 tries, 6 days - first go today... what a wonderful line with amazing moves! Maybe the best route I've ever done...","mega classic","redpoint","germany","Frankenjura"
"sport","Mr. Hyde","Céüse","biographie wall","8c+","2020-07-25","Crazy good! Quite a battle, was a little mindfucked because of the last hard move, fell there at least once","Crazy good! Quite a battle, was a little mindfucked because of the last hard move, fell there at least once","mega classic","redpoint","france","Provence"
"sport","Supremacy","Schlaraffenland","","8c+","2020-07-12","Such a nice one, felt even better than Shangrila. Took me some time to get the pinch perfectly coming from the ground, probably quite hard for the grade","Such a nice one, felt even better than Shangrila. Took me some time to get the pinch perfectly coming from the ground, probably quite hard for the grade","mega classic","redpoint","germany","Frankenjura"
"sport","Riders of Doom","Schiefer Tod","schiefer tod","8c+","2020-07-07","8c+/9a, perfect roof crack with nice dropknee moves, managed to fall 2 times in the 7b part after the crux","8c+/9a, perfect roof crack with nice dropknee moves, managed to fall 2 times in the 7b part after the crux","mega classic","redpoint","germany","Frankenjura"
